line,session_id,seq,kind,rat,clock_segment,received_elapsed_ns,received_unix_ms,source_elapsed_ns,measurement_elapsed_ns,source_time_status,age_ns,stale_by_policy,chronology_valid,duplicate_status,identity_json,source_field,metric,unit,raw_value_json,value,value_status,raw_json
8,988d445c-690e-4b3e-a54a-fca38f1769d2,7,cell,NR,0,985913587714,1789620847491,976766000000,976766000000,valid_reported_timestamp,9147587714,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_rsrq_db,ss_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":7,""kind"":""cell"",""received_elapsed_ns"":""985913587714"",""received_unix_ms"":1789620847491,""source_elapsed_ns"":""976766000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
8,988d445c-690e-4b3e-a54a-fca38f1769d2,7,cell,NR,0,985913587714,1789620847491,976766000000,976766000000,valid_reported_timestamp,9147587714,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_sinr_db,ss_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":7,""kind"":""cell"",""received_elapsed_ns"":""985913587714"",""received_unix_ms"":1789620847491,""source_elapsed_ns"":""976766000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
8,988d445c-690e-4b3e-a54a-fca38f1769d2,7,cell,NR,0,985913587714,1789620847491,976766000000,976766000000,valid_reported_timestamp,9147587714,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_rsrp_dbm,csi_rsrp,dBm,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":7,""kind"":""cell"",""received_elapsed_ns"":""985913587714"",""received_unix_ms"":1789620847491,""source_elapsed_ns"":""976766000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
8,988d445c-690e-4b3e-a54a-fca38f1769d2,7,cell,NR,0,985913587714,1789620847491,976766000000,976766000000,valid_reported_timestamp,9147587714,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_rsrq_db,csi_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":7,""kind"":""cell"",""received_elapsed_ns"":""985913587714"",""received_unix_ms"":1789620847491,""source_elapsed_ns"":""976766000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
8,988d445c-690e-4b3e-a54a-fca38f1769d2,7,cell,NR,0,985913587714,1789620847491,976766000000,976766000000,valid_reported_timestamp,9147587714,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_sinr_db,csi_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":7,""kind"":""cell"",""received_elapsed_ns"":""985913587714"",""received_unix_ms"":1789620847491,""source_elapsed_ns"":""976766000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",dbm,reported_power,dBm,-97,-97,available,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_rsrp_dbm,ss_rsrp,dBm,-97,-97,available,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_rsrq_db,ss_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_sinr_db,ss_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_rsrp_dbm,csi_rsrp,dBm,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_rsrq_db,csi_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
12,988d445c-690e-4b3e-a54a-fca38f1769d2,11,cell,NR,0,985946652893,1789620847524,985936000000,985936000000,valid_reported_timestamp,10652893,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_sinr_db,csi_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""985946652893"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""callback"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
14,988d445c-690e-4b3e-a54a-fca38f1769d2,13,cell,NR,0,985946733471,1789620847524,985936000000,985936000000,valid_reported_timestamp,10733471,False,True,cached_duplicate,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",dbm,reported_power,dBm,-97,-97,available,"{""schema"":""atomos.radio.v1"",""session_id"":""988d445c-690e-4b3e-a54a-fca38f1769d2"",""seq"":13,""kind"":""cell"",""received_elapsed_ns"":""985946733471"",""received_unix_ms"":1789620847524,""source_elapsed_ns"":""985936000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-97,""ss_rsrp_dbm"":-97,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""subscription_scope"":""query_context"",""source_timestamp_unit"":""ms""}}"
