epoch_id,channel,satellite_id,sx_rx_m,sy_rx_m,sz_rx_m,code_m,add_correction_m,sigma_m,ready
6,6,G07,24625115.87612049,1891055.9767561567,10958252.284765262,21675002.173657298,-2.0536572918000435,0.75,1
6,7,G08,21383735.572849926,-1614409.2101160898,17733865.70873615,21775002.077983297,-1.9579832963173358,1.25,1
6,8,G09,17479588.683871582,-16705786.581626743,4159063.679330455,21875002.02093926,-1.900939264430513,1.75,1
6,9,G10,13071214.459847152,-16637501.725252789,15372109.676900018,21975002.054971218,-1.9349712159842882,0.75,1
6,10,G11,10544004.857988618,-10182192.491903104,23150531.412090052,22075002.148790333,-2.0287903316665066,1.25,1
6,11,G12,12400671.904260095,-2218964.7892592787,25249426.87801673,22175002.21613975,-2.0961397491879556,1.75,1
7,0,G01,-7815509.636491669,-202332.67974016658,22409060.82059184,21075002.07430134,-1.934301340128121,0.75,1
7,1,G02,-688836.0168283321,8861422.251711031,23748690.85263595,21175002.041064177,-1.9010641753376618,1.25,1
7,2,G03,8799626.946131658,11749921.462184727,22193442.24095482,21275002.098788153,-1.9587881514758243,1.75,1
7,3,G04,15894934.121838013,7996189.1909787515,20868686.655654784,21375002.19440211,-2.0544021110889368,0.75,1
7,4,G05,14779809.518119961,18736265.700187944,3690102.526574052,21475002.239999022,-2.0999990206550705,1.25,1
7,5,G06,22930103.849717777,10371110.57431761,5561336.45469349,21575002.193657298,-2.0536572918000435,1.75,1
7,6,G07,24628045.660139333,1849057.5811073068,10958832.219856428,21675002.0979833,-1.9579832963173358,0.75,1
7,7,G08,21376326.99197477,-1634134.6639858792,17740975.480266877,21775002.040939264,-1.900939264430513,1.25,1
7,8,G09,17435130.885596246,-16742841.629048433,4196189.356722616,21875002.074971218,-1.9349712159842882,1.75,1
7,9,G10,13024984.645757405,-16640226.955704864,15408276.898135845,21975002.168790333,-2.0287903316665066,0.75,1
7,10,G11,10513291.524957227,-10162525.698976243,23173097.208733756,22075002.23613975,-2.0961397491879556,1.25,1
7,11,G12,12390396.648665417,-2199923.8059935058,25256128.07508411,22175002.215098724,-2.0750987246771677,1.75,1
8,0,G01,-7819868.332465852,-137447.3709720762,22408035.350179624,21075002.061064176,-1.9010641753376618,0.75,1
8,1,G02,-670188.8212626786,8910648.955013458,23730825.856697734,21175002.118788157,-1.9587881514758243,1.25,1
8,2,G03,8825923.218578111,11771679.636311658,22171494.301201016,21275002.21440211,-2.0544021110889368,1.75,1
8,3,G04,15911801.892105365,7997115.0193495015,20855495.585876465,21375002.259999022,-2.0999990206550705,0.75,1
8,4,G05,14827200.674703963,18705682.634360895,3655300.2724700114,21475002.21365729,-2.0536572918000435,1.25,1
8,5,G06,22955678.5615881,10323396.365215387,5544680.734374311,21575002.117983297,-1.9579832963173358,1.75,1
8,6,G07,24630815.50116774,1807812.8827489796,10959485.286010055,21675002.060939267,-1.900939264430513,0.75,1
8,7,G08,21369001.051934104,-1653470.2452677207,17747994.350920826,21775002.094971217,-1.9349712159842882,1.25,1
8,8,G09,17391376.883694828,-16779039.59941934,4232708.86645516,21875002.188790333,-2.0287903316665066,1.75,1
8,9,G10,12979578.156366367,-16642713.71160318,15443787.044138068,21975002.256139748,-2.0961397491879556,0.75,1
8,10,G11,10483180.035429053,-10143092.000217542,23195210.422527194,22075002.235098723,-2.0750987246771677,1.25,1
8,11,G12,12380354.557149425,-2181187.9631245276,25262668.54302422,22175002.145012278,-1.9850122790337048,1.75,1
9,0,G01,-7823974.356250139,-73911.09958833101,22406905.04615181,21075002.138788156,-1.9587881514758243,0.75,1
9,1,G02,-651806.4978615954,8958764.543320494,23713242.637460336,21175002.23440211,-2.0544021110889368,1.25,1
9,2,G03,8851726.940356981,11792874.637977386,22149968.03185453,21275002.27999902,-2.0999990206550705,1.75,1
9,3,G04,15928321.156421011,7997954.038119181,20842581.63746003,21375002.233657293,-2.0536572918000435,0.75,1
9,4,G05,14873529.857264405,18675554.472561155,3621293.5537243355,21475002.1379833,-1.9579832963173358,1.25,1
9,5,G06,22980602.21029571,10276584.93137806,5528470.235180369,21575002.080939267,-1.900939264430513,1.75,1
9,6,G07,24633424.691718355,1767425.7542857914,10960204.957110785,21675002.11497122,-1.9349712159842882,0.75,1
9,7,G08,21361779.13649965,-1672369.352050903,17754902.500441022,21775002.208790332,-2.0287903316665066,1.25,1
9,8,G09,17348442.35425087,-16814300.55211443,4268526.729226136,21875002.276139747,-2.0961397491879556,1.75,1
9,9,G10,12935109.70390616,-16644966.800709285,15478551.156599173,21975002.255098727,-2.0750987246771677,0.75,1
9,10,G11,10453743.255131403,-10123947.332727527,23216818.146401882,22075002.165012278,-1.9850122790337048,1.25,1
9,11,G12,12370568.065163352,-2162806.575012871,25269034.174322084,22175002.088705473,-1.9087054749272372,1.75,1
10,0,G01,-7827828.242528082,-11883.863681476854,22405681.216148175,21075002.254402105,-2.0544021110889368,0.75,1
10,1,G02,-633743.5825867234,9005653.730905587,23695991.487815835,21175002.29999902,-2.0999990206550705,1.25,1
10,2,G03,8876969.490711339,11813460.529032076,22128919.96605982,21275002.253657293,-2.0536572918000435,1.75,1
10,3,G04,15944450.162032627,7998708.671572481,20829977.138674617,21375002.157983296,-1.9579832963173358,0.75,1
10,4,G05,14918685.531868882,18645969.22969998,3588163.182009956,21475002.100939263,-1.900939264430513,1.25,1
10,5,G06,23004820.030157,10230800.150586441,5512739.14331199,21575002.13497122,-1.9349712159842882,1.75,1
10,6,G07,24635873.569040217,1727997.9050102013,10960984.041582836,21675002.228790335,-2.0287903316665066,0.75,1
10,7,G08,21354682.666650213,-1690786.6971167475,17761680.169497304,21775002.296139747,-2.0961397491879556,1.25,1
10,8,G09,17306441.466052536,-16848548.054358017,4303548.878105959,21875002.27509872,-2.0750987246771677,1.75,1
10,9,G10,12891691.671689969,-16646992.74918997,15512482.207214402,21975002.185012277,-1.9850122790337048,0.75,1
10,10,G11,10425052.045847077,-10105147.618071556,23237869.032290302,22075002.108705476,-1.9087054749272372,1.25,1
10,11,G12,12361058.672860615,-2144828.2794346525,25275211.5437093,22175002.11633443,-1.9163344361463943,1.75,1
11,0,G01,-7831432.059626861,48478.15674054087,22404376.101872757,21075002.31999902,-2.0999990206550705,0.75,1
11,1,G02,-616054.482194758,9051204.81945245,23679122.356211998,21175002.273657292,-2.0536572918000435,1.25,1
11,2,G03,8901583.36918738,11833393.524975713,22108405.61876266,21275002.177983295,-1.9579832963173358,1.75,1
11,3,G04,15960148.131410664,7999381.931093775,20817713.61918046,21375002.120939266,-1.900939264430513,0.75,1
11,4,G05,14962559.557304177,18617014.54743808,3555987.3542166175,21475002.154971216,-1.9349712159842882,1.25,1
11,5,G06,23028279.70085414,10186163.796672171,5497519.885372792,21575002.248790335,-2.0287903316665066,1.75,1
11,6,G07,24638163.445621308,1689628.6171159146,10961814.754476354,21675002.316139746,-2.0961397491879556,0.75,1
11,7,G08,21347733.012876548,-1708678.4024569653,17768307.734410066,21775002.295098726,-2.0750987246771677,1.25,1
11,8,G09,17265486.52440801,-16881709.25663129,4337682.9409285495,21875002.205012273,-1.9850122790337048,1.75,1
11,9,G10,12849433.818652697,-16648799.663494093,15545495.318269618,21975002.128705475,-1.9087054749272372,0.75,1
11,10,G11,10397175.114067584,-10086748.540638251,23258313.393862046,22075002.136334434,-1.9163344361463943,1.25,1
11,11,G12,12351846.920548787,-2127300.8880784335,25281187.91712334,22175002.22088513,-2.0008851309290403,1.75,1
12,0,G01,-7834789.287173912,107023.00315794029,22403002.756432764,21075002.29365729,-2.0536572918000435,0.75,1
12,1,G02,-598793.2450143774,9095309.92330227,23662684.652936675,21175002.197983295,-1.9579832963173358,1.25,1
12,2,G03,8925502.409130482,11852632.02806339,22088479.318318665,21275002.14093926,-1.900939264430513,1.75,1
12,3,G04,15975375.369194755,7999977.35860305,20805821.730672255,21375002.17497122,-1.9349712159842882,0.75,1
12,4,G05,15005047.409110975,18588777.337169368,3524841.5024218177,21475002.26879033,-2.0287903316665066,1.25,1
12,5,G06,23050931.396476038,10142795.160522407,5482843.116037084,21575002.33613975,-2.0961397491879556,1.75,1
12,6,G07,24640296.531439167,1652414.4892594211,10962688.795472011,21675002.315098725,-2.0750987246771677,0.75,1
12,7,G08,21340951.405156035,-1726002.0877552691,17774765.78327259,21775002.225012276,-1.9850122790337048,1.25,1
12,8,G09,17225687.615962837,-16913714.947750464,4370838.520514409,21875002.14870548,-1.9087054749272372,1.75,1
12,9,G10,12808442.991527196,-16650397.078089869,15577507.97631954,21975002.156334434,-1.9163344361463943,0.75,1
12,10,G11,10370178.868673358,-10068805.320802981,23278103.301876485,22075002.24088513,-2.0008851309290403,1.25,1
12,11,G12,12342952.36945469,-2110271.2377403034,25286951.256575093,22175002.32462204,-2.084622040417517,1.75,1
13,0,G01,-7837904.68226769,163603.3292089012,22401574.91360071,21075002.2179833,-1.9579832963173358,0.75,1
13,1,G02,-582013.3273247913,9137865.179290507,23646727.054023944,21175002.160939265,-1.900939264430513,1.25,1
13,2,G03,8948661.98957536,11871136.648870843,22069194.04013325,21275002.19497122,-1.9349712159842882,1.75,1
13,3,G04,15990093.365973977,8000498.965376244,20794331.17029684,21375002.288790334,-2.0287903316665066,0.75,1
13,4,G05,15046048.38928993,18561343.41713323,3494798.155409416,21475002.356139746,-2.0961397491879556,1.25,1
13,5,G06,23072727.821711823,10100810.674590103,5468737.715473632,21575002.33509873,-2.0750987246771677,1.75,1
13,6,G07,24642275.848906565,1616449.1882160648,10963597.432015643,21675002.24501228,-1.9850122790337048,0.75,1
13,7,G08,21334358.8411967,-1742716.9528155513,17781035.193003908,21775002.16870548,-1.9087054749272372,1.25,1
13,8,G09,17187152.256183714,-16944499.590745308,4402927.471506726,21875002.176334437,-1.9163344361463943,1.75,1
13,9,G10,12768822.845535439,-16651795.790778622,15608440.238388449,21975002.260885138,-2.0008851309290403,0.75,1
13,10,G11,10344127.287714334,-10051372.48436099,23297192.672194205,22075002.344622042,-2.084622040417517,1.25,1
13,11,G12,12334393.58753086,-2093785.0428955022,25292490.221182197,22175002.350557838,-2.0905578362006625,1.75,1
14,0,G01,-7840784.135762349,218076.7775411128,22400106.850318503,21075002.180939265,-1.900939264430513,0.75,1
14,1,G02,-565767.3569157384,9178770.941254947,23631297.304005865,21175002.21497122,-1.9349712159842882,1.25,1
14,2,G03,8970999.244531076,11888870.217100233,22050601.243057355,21275002.308790334,-2.0287903316665066,1.75,1
14,3,G04,16004264.89859587,8000951.166932022,20783270.607035905,21375002.376139753,-2.0961397491879556,0.75,1
14,4,G05,15085465.82167769,18534797.146034326,3465926.811574852,21475002.355098728,-2.0750987246771677,1.25,1
14,5,G06,23093624.236000627,10060323.54262874,5455230.7957829675,21575002.265012283,-1.9850122790337048,1.75,1
14,6,G07,24644105.141529232,1581823.2093199124,10964531.586744325,21675002.18870548,-1.9087054749272372,0.75,1
14,7,G08,21327975.99357099,-1758783.8539688122,17787097.206851274,21775002.19633444,-1.9163344361463943,1.25,1
14,8,G09,17149985.041171044,-16974001.340835743,4433864.1726148445,21875002.280885134,-2.0008851309290403,1.75,1
14,9,G10,12730673.57441552,-16653007.687421028,15638214.930179264,21975002.364622045,-2.084622040417517,0.75,1
14,10,G11,10319081.794291824,-10034503.629741864,23315537.346549224,22075002.370557837,-2.0905578362006625,1.25,1
14,11,G12,12326188.139987683,-2077886.750321628,25297794.16465945,22175002.293235175,-2.0132351750097772,1.75,1
15,0,G01,-7843434.520359047,270306.34185381193,22398613.243828267,21075002.23497122,-1.9349712159842882,0.75,1
15,1,G02,-550106.8954473869,9217931.959414328,23616442.0187556,21175002.328790333,-2.0287903316665066,1.25,1
15,2,G03,8992453.268670563,11905797.782496497,22032750.709250275,21275002.39613975,-2.0961397491879556,1.75,1
15,3,G04,16017854.12672217,8001338.71470449,20772667.611224037,21375002.375098728,-2.0750987246771677,0.75,1
15,4,G05,15123207.233100096,18509221.055601314,3438293.822967654,21475002.28501228,-1.9850122790337048,1.25,1
15,5,G06,23113578.466541424,10021443.376349919,5442347.715628876,21575002.208705477,-1.9087054749272372,1.75,1
15,6,G07,24645788.77735128,1548623.6463175875,10965481.928323416,21675002.21633444,-1.9163344361463943,0.75,1
15,7,G08,21321823.11637491,-1774165.3745370856,17792933.511852637,21775002.300885137,-2.0008851309290403,1.25,1
15,8,G09,17114287.30544756,-17002162.0469547,4463565.793081344,21875002.384622037,-2.084622040417517,1.75,1
15,9,G10,12694091.650543164,-16654045.558012465,15666757.835832134,21975002.390557837,-2.0905578362006625,0.75,1
15,10,G11,10295101.141473265,-10018251.194550257,23333095.166240185,22075002.313235175,-2.0132351750097772,1.25,1
15,11,G12,12318352.584196113,-2062619.3964401856,25302853.129587952,22175002.223744154,-1.9237441549520398,1.75,1
16,0,G01,-7845863.532270983,320160.71323446074,22397109.024866037,21075002.348790333,-2.0287903316665066,0.75,1
16,1,G02,-535082.201252751,9255257.544925848,23602206.489679374,21175002.416139755,-2.0961397491879556,1.25,1
16,2,G03,9012965.318450328,11921886.606823148,22015690.38820315,21275002.395098723,-2.0750987246771677,1.75,1
16,3,G04,16030826.685373196,8001666.625250996,20762548.58735187,21375002.30501228,-1.9850122790337048,0.75,1
16,4,G05,15159184.520511841,18484695.484547682,3411962.2901405394,21475002.22870548,-1.9087054749272372,1.25,1
16,5,G06,23132550.911154762,9984275.840669382,5430112.102178644,21575002.23633444,-1.9163344361463943,1.75,1
16,6,G07,24647331.648311716,1516933.9712055514,10966438.96478142,21675002.320885137,-2.0008851309290403,0.75,1
16,7,G08,21315919.952057756,-1788825.8894755265,17798526.31576503,21775002.40462204,-2.084622040417517,1.25,1
16,8,G09,17080156.78734423,-17028927.23839595,4491952.552218311,21875002.410557836,-2.0905578362006625,1.75,1
16,9,G10,12659169.57584237,-16654922.906124188,15693997.878829107,21975002.333235174,-2.0132351750097772,0.75,1
16,10,G11,10272241.306106813,-10002666.222997656,23349826.038950518,22075002.243744154,-1.9237441549520398,1.25,1
16,11,G12,12310902.46857159,-2048024.4680304735,25307657.83881037,22175002.224362407,-1.9043624071595497,1.75,1
17,0,G01,-7848079.528284982,367514.60999009875,22395609.228391457,21075002.436139748,-2.0961397491879556,0.75,1
17,1,G02,-520741.99423507927,9290661.720029438,23588634.490515366,21175002.415098727,-2.0750987246771677,1.25,1
17,2,G03,9032479.007708255,11937106.14791227,21999466.245594937,21275002.325012278,-1.9850122790337048,1.75,1
17,3,G04,16043149.773226961,8001940.107766177,20752938.710283697,21375002.24870548,-1.9087054749272372,0.75,1
17,4,G05,15193314.104425205,18461298.216406785,3386991.967401088,21475002.25633443,-1.9163344361463943,1.25,1
17,5,G06,23150504.532062072,9948922.309163673,5418545.879411945,21575002.340885133,-2.0008851309290403,1.75,1
17,6,G07,24648739.066670578,1486833.8245593514,10967393.13840615,21675002.424622044,-2.084622040417517,0.75,1
17,7,G08,21310285.639071427,-1802731.6243528554,17803858.42296458,21775002.430557836,-2.0905578362006625,1.25,1
17,8,G09,17047687.303566992,-17054246.098275464,4518947.970895131,21875002.35323517,-2.0132351750097772,1.75,1
17,9,G10,12625995.64411423,-16655653.753786027,15719867.293696458,21975002.263744153,-1.9237441549520398,0.75,1
17,10,G11,10250555.391343316,-9987798.135796137,23365691.99895414,22075002.244362406,-1.9043624071595497,1.25,1
17,11,G12,12303852.335020503,-2034141.7669526858,25312199.68432145,22175002.312909417,-1.972909421169213,1.75,1
18,0,G01,-7850091.36007866,412249.0902683188,22394128.843348347,21075002.435098723,-2.0750987246771677,0.75,1
18,1,G02,-507133.2245079791,9324063.354274763,23575768.087988324,21175002.345012277,-1.9850122790337048,1.25,1
18,2,G03,9050940.496816043,11951428.036855763,21984122.117626846,21275002.268705476,-1.9087054749272372,1.75,1
18,3,G04,16054792.236463513,8002164.490687218,20743861.864999115,21375002.27633444,-1.9163344361463943,0.75,1
18,4,G05,15225517.069013987,18439104.12370276,3363439.177997807,21475002.360885132,-2.0008851309290403,1.25,1
18,5,G06,23167404.841707997,9915479.531306371,5407669.301815659,21575002.444622044,-2.084622040417517,1.75,1
18,6,G07,24650016.659686532,1458398.8168029746,10968334.92125181,21675002.45055784,-2.0905578362006625,0.75,1
18,7,G08,21304938.62098657,-1815850.7088650397,17808913.308827534,21775002.373235174,-2.0132351750097772,1.25,1
18,8,G09,17016968.434481252,-17078071.425581332,4544479.113902459,21875002.283744153,-1.9237441549520398,1.75,1
18,9,G10,12594653.715348344,-16656252.44392359,15744301.788209293,21975002.26436241,-1.9043624071595497,0.75,1
18,10,G11,10230093.537620515,-9973694.504077977,23380657.261004053,22075002.332909428,-1.972909421169213,1.25,1
18,11,G12,12297215.724507473,-2021009.2794963492,25316470.71403946,22175002.42636339,-2.066363388421297,1.75,1
19,0,G01,-7851908.207669212,454251.84685519023,22392682.662957944,21075002.365012277,-1.9850122790337048,0.75,1
19,1,G02,-494300.8464076631,9355386.28740287,23563647.45754897,21175002.288705483,-1.9087054749272372,1.25,1
19,2,G03,9068298.674496613,11964826.049443096,21969699.57145246,21275002.296334434,-1.9163344361463943,1.75,1
19,3,G04,16065724.64796877,8002345.148180989,20735340.589949436,21375002.380885135,-2.0008851309290403,0.75,1
19,4,G05,15255719.289351143,18418184.820886612,3341356.7387182526,21475002.46462204,-2.084622040417517,1.25,1
19,5,G06,23183219.88179499,9884039.3129909,5397500.99245178,21575002.470557835,-2.0905578362006625,1.75,1
19,6,G07,24651170.26373838,1431700.3408079082,10969254.91030233,21675002.393235173,-2.0132351750097772,0.75,1
19,7,G08,21299896.557715677,-1828153.225106808,17813675.192109406,21775002.303744152,-1.9237441549520398,1.25,1
19,8,G09,16988085.221593827,-17100359.587651655,4568476.822165836,21875002.284362406,-1.9043624071595497,1.75,1
19,9,G10,12565223.00251612,-16656733.442478383,15767240.695854645,21975002.352909423,-1.972909421169213,0.75,1
19,10,G11,10210902.841817811,-9960400.828884682,23394688.268235803,22075002.446363386,-2.066363388421297,1.25,1
19,11,G12,12291005.185284145,-2008663.0509456033,25320463.616856307,22175002.478803154,-2.098803162409286,1.75,1
20,0,G01,-7853539.413866686,493417.48362600297,22391285.13703827,21075002.308705475,-1.9087054749272372,0.75,1
20,1,G02,-482287.59947430994,9384559.439516578,23552310.70539808,21175002.316334434,-1.9163344361463943,1.25,1
20,2,G03,9084505.331455758,11977276.072974479,21956237.772288848,21275002.40088513,-2.0008851309290403,1.75,1
20,3,G04,16075919.381735401,8002487.427301427,20727396.024101608,21375002.48462204,-2.084622040417517,0.75,1
20,4,G05,15283851.5462995,18398608.328415636,3320793.89333315,21475002.490557835,-2.0905578362006625,1.25,1
20,5,G06,23197920.196728475,9854688.211776555,5388057.984368165,21575002.413235176,-2.0132351750097772,1.75,1
20,6,G07,24652205.819081195,1406805.3961549085,10970143.92134162,21675002.323744155,-1.9237441549520398,0.75,1
20,7,G08,21295176.239470422,-1839611.2508501816,17818129.10485105,21775002.30436241,-1.9043624071595497,1.25,1
20,8,G09,16961117.87864829,-17121070.464958396,4590875.933834961,21875002.37290942,-1.972909421169213,1.75,1
