epoch_id,tick_ms,initial_x_m,initial_y_m,initial_z_m,initial_clock_m,hinge_rad,asa_mask,na_mask,boundary_mask,q_before,j,k,blend_bits
74,1280000074000,3920131.263907805,343075.4755416302,5002809.623862719,0,0.35,4095,4294967295,0,0,1,0,5
75,1280000075000,3920131.4343926813,343075.6912210917,5002809.480582567,0,0.35,4095,4294967295,0,1,1,0,5
76,1280000076000,3920131.605451504,343075.9069507669,5002809.335839651,0,0.35,4092,4294967295,0,0,1,0,5
77,1280000077000,3920131.776784515,343076.12270443066,5002809.1898678215,0,0.35,4095,4294967295,0,1,1,0,5
78,1280000078000,3920131.948090936,343076.33845576795,5002809.042902149,0,0.35,4095,4294967295,0,0,1,0,5
79,1280000079000,3920132.1190694366,343076.554178416,5002808.895178533,0,0.35,4095,4294967295,0,1,1,0,5
80,1280000080000,3920132.289418626,343076.76984600635,5002808.74693333,0,0.35,4095,4294967295,0,0,1,0,5
81,1280000081000,3920132.45883753,343076.9854322074,5002808.598402973,0,0.35,4095,4294967295,0,1,1,0,5
82,1280000082000,3920132.627026075,343077.20091076597,5002808.449823597,0,0.35,4095,4294967295,0,0,1,0,5
83,1280000083000,3920132.7936855685,343077.41625554976,5002808.301430661,0,0.35,4092,4294967295,0,1,1,0,5
84,1280000084000,3920132.958519174,343077.6314405891,5002808.153458569,0,0.35,4095,4294967295,0,0,1,0,5
85,1280000085000,3920133.121232393,343077.84644011874,5002808.006140299,0,0.35,4095,4294967295,0,1,1,0,5
86,1280000086000,3920133.281533532,343078.0612286186,5002807.859707032,0,0.35,4095,4294967295,0,0,1,0,5
87,1280000087000,3920133.4391341736,343078.2757808556,5002807.714387783,0,0.35,4095,4294967295,0,1,1,0,5
88,1280000088000,3920133.5937496372,343078.4900719235,5002807.570409035,0,0.35,4095,4294967295,0,0,1,0,5
89,1280000089000,3920133.74509944,343078.7040772829,5002807.4279943835,0,0.35,4095,4294967295,0,1,1,0,5
90,1280000090000,3920133.8929077424,343078.91777280124,5002807.287364178,0,0.35,4092,4294967295,0,0,1,0,5
91,1280000091000,3920134.0369037967,343079.13113479107,5002807.148735174,0,0.35,4095,4294967295,0,1,1,0,5
92,1280000092000,3920134.1768223797,343079.34414004843,5002807.012320186,0,0.35,4095,4294967295,0,0,1,0,5
93,1280000093000,3920134.312404222,343079.5567658901,5002806.878327758,0,0.35,4095,4294967295,0,1,1,0,5
94,1280000094000,3920134.4433964225,343079.76899019023,5002806.7469618255,0,0.35,4095,4294967295,0,0,1,0,5
95,1280000095000,3920134.5695528607,343079.9807914159,5002806.618421401,0,0.35,4095,4294967295,0,1,1,0,5
96,1280000096000,3920134.6906345896,343080.19214866206,5002806.492900252,0,0.35,4095,4294967295,0,0,1,0,5
97,1280000097000,3920134.8064102256,343080.4030416852,5002806.370586603,0,0.35,4092,4294967295,0,1,1,0,5
98,1280000098000,3920134.916656317,343080.6134509359,5002806.251662836,0,0.35,4095,4294967295,0,0,1,0,5
99,1280000099000,3920135.0211577145,343080.82335759106,5002806.1363052055,0,0.35,4095,4294967295,0,1,1,0,5
100,1280000100000,3920135.1197079103,343081.03274358343,5002806.024683557,0,0.35,4095,4294967295,0,0,1,0,5
101,1280000101000,3920135.2121093776,343081.24159163184,5002805.916961072,0,0.35,4095,4294967295,0,1,1,0,5
102,1280000102000,3920135.298173893,343081.44988526875,5002805.813294,0,0.35,4095,4294967295,0,0,1,0,5
103,1280000103000,3920135.3777228384,343081.6576088672,5002805.713831425,0,0.35,4095,4294967295,0,1,1,0,5
104,1280000104000,3920135.4505874966,343081.86474766623,5002805.618715028,0,0.35,4092,4294967295,0,0,1,0,5
105,1280000105000,3920135.516609321,343082.07128779497,5002805.528078873,0,0.35,4095,4294967295,0,1,1,0,5
106,1280000106000,3920135.575640201,343082.27721629525,5002805.442049192,0,0.35,4095,4294967295,0,0,1,0,5
107,1280000107000,3920135.6275427006,343082.4825211431,5002805.360744199,0,0.35,4095,4294967295,0,1,1,0,5
108,1280000108000,3920135.6721902853,343082.68719126814,5002805.284273898,0,0.35,4095,4294967295,0,0,1,0,5
109,1280000109000,3920135.709467532,343082.89121657214,5002805.21273993,0,0.35,4095,4294967295,0,1,1,0,5
110,1280000110000,3920135.7392703188,343083.0945879456,5002805.146235402,0,0.35,4095,4294967295,0,0,1,0,5
111,1280000111000,3920135.7615059977,343083.29729728296,5002805.08484476,0,0.35,4092,4294967295,0,1,1,0,5
112,1280000112000,3920135.776093552,343083.49933749606,5002805.028643655,0,0.35,4095,4294967295,0,0,1,0,5
113,1280000113000,3920135.7829637295,343083.70070252626,5002804.977698833,0,0.35,4095,4294967295,0,1,1,0,5
114,1280000114000,3920135.7820591656,343083.90138735465,5002804.932068041,0,0.35,4095,4294967295,0,0,1,0,5
115,1280000115000,3920135.7733344752,343084.1013880107,5002804.891799938,0,0.35,4095,4294967295,0,1,1,0,5
116,1280000116000,3920135.7567563416,343084.3007015794,5002804.85693403,0,0.35,4095,4294967295,0,0,1,0,5
117,1280000117000,3920135.732303568,343084.4993262065,5002804.827500618,0,0.35,4095,4294967295,0,1,1,0,5
118,1280000118000,3920135.699967129,343084.69726110215,5002804.803520757,0,0.35,4092,4294967295,0,0,1,0,5
119,1280000119000,3920135.659750185,343084.894506543,5002804.785006234,0,0.35,4095,4294967295,0,1,1,0,5
120,1280000120000,3920135.611668091,343085.0910638723,5002804.771959565,0,0.35,4095,4294967295,0,0,1,0,5
121,1280000121000,3920135.555748376,343085.2869354987,5002804.764373987,0,0.35,4095,4294967295,0,1,1,0,5
122,1280000122000,3920135.4920307137,343085.4821248931,5002804.762233498,0,0.35,4095,4294967295,0,0,1,0,5
123,1280000123000,3920135.4205668597,343085.6766365835,5002804.765512879,0,0.35,4095,4294967295,0,1,1,0,5
124,1280000124000,3920135.3414205853,343085.87047614926,5002804.77417776,0,0.35,4095,4294967295,0,0,1,0,5
125,1280000125000,3920135.2546675783,343086.06365021213,5002804.788184669,0,0.35,4092,4294967295,0,1,1,0,5
126,1280000126000,3920135.160395337,343086.25616642716,5002804.807481133,0,0.35,4095,4294967295,0,0,1,0,5
127,1280000127000,3920135.0587030333,343086.448033471,5002804.832005758,0,0.35,4095,4294967295,0,1,1,0,5
128,1280000128000,3920134.9497013697,343086.6392610287,5002804.861688347,0,0.35,4095,4294967295,0,0,1,0,5
129,1280000129000,3920134.8335124077,343086.82985977916,5002804.896450023,0,0.35,4095,4294967295,0,1,1,0,5
130,1280000130000,3920134.710269383,343087.0198413792,5002804.936203369,0,0.35,4095,4294967295,0,0,1,0,5
131,1280000131000,3920134.580116505,343087.2092184453,5002804.980852581,0,0.35,4095,4294967295,0,1,1,0,5
132,1280000132000,3920134.4432087303,343087.3980045346,5002805.030293629,0,0.35,4092,4294967295,0,0,1,0,5
133,1280000133000,3920134.299711532,343087.586214124,5002805.084414442,0,0.35,4095,4294967295,0,1,1,0,5
134,1280000134000,3920134.1498006396,343087.77386258787,5002805.1430951,0,0.35,4095,4294967295,0,0,1,0,5
135,1280000135000,3920133.9936617725,343087.9609661746,5002805.206208037,0,0.35,4095,4294967295,0,1,1,0,5
136,1280000136000,3920133.8314903495,343088.147541981,5002805.273618259,0,0.35,4095,4294967295,0,0,1,0,5
137,1280000137000,3920133.6634911895,343088.33360792656,5002805.345183573,0,0.35,4095,4294967295,0,1,1,0,5
138,1280000138000,3920133.4898781925,343088.519182725,5002805.420754833,0,0.35,4095,4294967295,0,0,1,0,5
139,1280000139000,3920133.3108740123,343088.704285856,5002805.500176184,0,0.35,4092,4294967295,0,1,1,0,5
140,1280000140000,3920133.1267097043,343088.88893753436,5002805.583285333,0,0.35,4095,4294967295,0,0,1,0,5
141,1280000141000,3920132.937624374,343089.073158679,5002805.669913819,0,0.35,4095,4294967295,0,1,1,0,5
142,1280000142000,3920132.7438648003,343089.2569708804,5002805.759887298,0,0.35,4095,4294967295,0,0,1,0,5
143,1280000143000,3920132.5456850547,343089.4403963668,5002805.853025834,0,0.35,4095,4294967295,0,1,1,0,5
144,1280000144000,3920132.3433461054,343089.62345797004,5002805.949144205,0,0.35,4095,4294967295,0,0,1,0,5
145,1280000145000,3920132.1371154096,343089.8061790896,5002806.04805221,0,0.35,4095,4294967295,0,1,1,0,5
146,1280000146000,3920131.9272665,343089.98858365644,5002806.149554991,0,0.35,4092,4294967295,0,0,1,0,5
147,1280000147000,3920131.714078555,343090.1706960956,5002806.253453357,0,0.35,4095,4294967295,0,1,1,0,5
148,1280000148000,3920131.497835967,343090.35254128807,5002806.359544119,0,0.35,4095,4294967295,0,0,1,0,5
149,1280000149000,3920131.278827896,343090.5341445321,5002806.467620427,0,0.35,4095,4294967295,0,1,1,0,5
150,1280000150000,3920131.0573478206,343090.71553150384,5002806.577472122,0,0.35,4095,4294967295,0,0,1,0,5
151,1280000151000,3920130.833693079,343090.89672821696,5002806.68888608,0,0.35,4095,4294967295,0,1,1,0,5
152,1280000152000,3920130.6081644064,343091.0777609823,5002806.801646571,0,0.35,4095,4294967295,0,0,1,0,5
153,1280000153000,3920130.3810654627,343091.2586563667,5002806.915535621,0,0.35,4092,4294967295,0,1,1,0,5
154,1280000154000,3920130.152702362,343091.43944115174,5002807.030333373,0,0.35,4095,4294967295,0,0,1,0,5
155,1280000155000,3920129.9233831908,343091.6201422914,5002807.145818453,0,0.35,4095,4294967295,0,1,1,0,5
156,1280000156000,3920129.6934175305,343091.80078687065,5002807.261768344,0,0.35,4095,4294967295,0,0,1,0,5
157,1280000157000,3920129.463115972,343091.98140206264,5002807.377959751,0,0.35,4095,4294967295,0,1,1,0,5
158,1280000158000,3920129.2327896305,343092.16201508633,5002807.494168977,0,0.35,4095,4294967295,0,0,1,0,5
159,1280000159000,3920129.00274966,343092.3426531643,5002807.610172298,0,0.35,4095,4294967295,0,1,1,0,5
160,1280000160000,3920128.773306768,343092.5233434798,5002807.725746328,0,0.35,4092,4294967295,0,0,1,0,5
161,1280000161000,3920128.5447707265,343092.70411313453,5002807.840668403,0,0.35,4095,4294967295,0,1,1,0,5
162,1280000162000,3920128.3174498957,343092.88498910633,5002807.95471694,0,0.35,4095,4294967295,0,0,1,0,5
163,1280000163000,3920128.0916507337,343093.0659982069,5002808.067671819,0,0.35,4095,4294967295,0,1,1,0,5
164,1280000164000,3920127.8676773245,343093.2471670402,5002808.179314738,0,0.35,4095,4294967295,0,0,1,0,5
165,1280000165000,3920127.6458309,343093.42852196057,5002808.289429587,0,0.35,4095,4294967295,0,1,1,0,5
166,1280000166000,3920127.4264093707,343093.6100890317,5002808.397802805,0,0.35,4095,4294967295,0,0,1,0,5
167,1280000167000,3920127.209706861,343093.79189398617,5002808.504223733,0,0.35,4092,4294967295,0,1,1,0,5
168,1280000168000,3920126.996013248,343093.97396218515,5002808.608484974,0,0.35,4095,4294967295,0,0,1,0,5
169,1280000169000,3920126.7856137147,343094.15631857864,5002808.710382732,0,0.35,4095,4294967295,0,1,1,0,5
170,1280000170000,3920126.5787882986,343094.33898766694,5002808.809717157,0,0.35,4095,4294967295,0,0,1,0,5
171,1280000171000,3920126.375811461,343094.5219934622,5002808.906292679,0,0.35,4095,4294967295,0,1,1,0,5
172,1280000172000,3920126.176951653,343094.7053594509,5002808.999918332,0,0.35,4095,4294967295,0,0,1,0,5
173,1280000173000,3920125.9824709063,343094.8891085577,5002809.090408081,0,0.35,4095,4294967295,0,1,1,0,5
174,1280000174000,3920125.7926244154,343095.0732631095,5002809.17758113,0,0.35,4092,4294967295,0,0,1,0,5
175,1280000175000,3920125.6076601483,343095.2578448005,5002809.261262222,0,0.35,4095,4294967295,0,1,1,0,5
176,1280000176000,3920125.427818456,343095.44287465874,5002809.341281939,0,0.35,4095,4294967295,0,0,1,0,5
177,1280000177000,3920125.253331703,343095.62837301334,5002809.417476989,0,0.35,4095,4294967295,0,1,1,0,5
178,1280000178000,3920125.0844239015,343095.8143594631,5002809.489690474,0,0.35,4095,4294967295,0,0,1,0,5
179,1280000179000,3920124.921310371,343096.0008528458,5002809.5577721605,0,0.35,4095,4294967295,0,1,1,0,5
180,1280000180000,3920124.764197396,343096.1878712091,5002809.621578733,0,0.35,4095,4294967295,0,0,1,0,5
181,1280000181000,3920124.613281915,343096.3754317829,5002809.6809740355,0,0.35,4092,4294967295,0,1,1,0,5
182,1280000182000,3920124.4687512103,343096.5635509522,5002809.735829303,0,0.35,4095,4294967295,0,0,1,0,5
183,1280000183000,3920124.3307826226,343096.7522442323,5002809.786023384,0,0.35,4095,4294967295,0,1,1,0,5
184,1280000184000,3920124.199543273,343096.94152624457,5002809.831442944,0,0.35,4095,4294967295,0,0,1,0,5
185,1280000185000,3920124.075189813,343097.1314106941,5002809.871982661,0,0.35,4095,4294967295,0,1,1,0,5
186,1280000186000,3920123.9578681765,343097.3219103484,5002809.907545409,0,0.35,4095,4294967295,0,0,1,0,5
187,1280000187000,3920123.847713362,343097.5130370184,5002809.938042424,0,0.35,4095,4294967295,0,1,1,0,5
188,1280000188000,3920123.7448492236,343097.7048015399,5002809.963393459,0,0.35,4092,4294967295,0,0,1,0,5
189,1280000189000,3920123.6493882835,343097.89721375733,5002809.9835269265,0,0.35,4095,4294967295,0,1,1,0,5
190,1280000190000,3920123.561431561,343098.09028250875,5002809.998380025,0,0.35,4095,4294967295,0,0,1,0,5
191,1280000191000,3920123.481068423,343098.28401561273,5002810.007898849,0,0.35,4095,4294967295,0,1,1,0,5
