epoch_id,x_m,y_m,z_m,clock_m,east_m,north_m,up_m,expected_status
50,3920048.0606149477,343120.37695459905,5002787.072308843,23007.5,160.0,-69.54421543904591,13.682941969615793,ok
51,3920048.138039786,343120.5844923621,5002787.024913325,23007.65,160.2,-69.64842809427972,13.704216043898725,ok
52,3920048.221767328,343120.7925815405,5002786.971709741,23007.8,160.4,-69.7612021229549,13.724808454486677,ok
53,3920048.3116508974,343121.00120930123,5002786.912802675,23007.95,160.6,-69.88235711068275,13.744710964689972,ok
54,3920048.407533456,343121.21036190575,5002786.848305181,23008.1,160.8,-70.0116992353279,13.763915613769894,ok
55,3920048.5092478604,343121.4200247305,5002786.778338601,23008.25,161.0,-70.14902157708246,13.78241472012287,ok
56,3920048.616617114,343121.63018229057,5002786.703032354,23008.4,161.2,-70.29410444949349,13.80020088435301,ok
57,3920048.7294546524,343121.8408182635,5002786.622523732,23008.55,161.4,-70.44671575091446,13.817266992231767,ok
58,3920048.84756463,343122.0519155151,5002786.536957665,23008.7,161.6,-70.60661133581849,13.833606217543533,ok
59,3920048.9707422354,343122.2634561267,5002786.44648649,23008.85,161.8,-70.77353540537894,13.84921202481604,ok
60,3920049.0987740066,343122.4754214227,5002786.351269695,23009.0,162.0,-70.9472209166931,13.864078171934452,ok
61,3920049.231438175,343122.68779200094,5002786.251473664,23009.15,162.2,-71.12739000999377,13.878198712638135,ok
62,3920049.368505009,343122.9005477626,5002786.1472713975,23009.3,162.4,-71.31375445316573,13.891567998899077,ok
63,3920049.5097371833,343123.1136679443,5002786.038842237,23009.45,162.6,-71.50601610285551,13.904180683181032,ok
64,3920049.654890152,343123.32713115105,5002785.926371572,23009.6,162.8,-71.70386738143723,13.91603172057845,ok
65,3920049.803712536,343123.54091539,5002785.810050536,23009.75,163.0,-71.90699176907121,13.927116370834385,ok
66,3920049.955946522,343123.7549981055,5002785.690075696,23009.9,163.2,-72.1150643100681,13.93743020023653,ok
67,3920050.11132827,343123.9693562145,5002785.56664874,23010.05,163.4,-72.32775213274877,13.94696908339064,ok
68,3920050.2695883373,343124.18396614376,5002785.439976143,23010.2,163.6,-72.5447149819679,13.955729204870632,ok
69,3920050.4304521005,343124.39880386693,5002785.310268834,23010.35,163.8,-72.76560576344967,13.963707060744719,ok
70,3920050.5936401975,343124.613844943,5002785.177741863,23010.5,164.0,-72.99007109906456,13.97089945997692,ok
71,3920050.7588689676,343124.82906455477,5002785.042614043,23010.65,164.2,-73.217751892159,13.977303525703439,ok
72,3920050.925850907,343125.0444375489,5002784.905107603,23010.8,164.4,-73.44828390203334,13.982916696383374,ok
73,3920051.0942951236,343125.2599384759,5002784.765447835,23010.95,164.6,-73.6812983266493,13.98773672682329,ok
74,3920051.263907805,343125.4755416302,5002784.623862719,23011.1,164.8,-73.9164223926346,13.99176168907528,ok
75,3920051.4343926813,343125.6912210917,5002784.480582567,23011.25,165.0,-74.1532799516408,13.994989973208108,ok
76,3920051.605451504,343125.9069507669,5002784.335839651,23011.4,165.2,-74.39149208210038,13.997420287951165,ok
77,3920051.776784515,343126.12270443066,5002784.1898678215,23011.55,165.4,-74.63067769542052,13.999051661210958,ok
78,3920051.948090936,343126.33845576795,5002784.042902149,23011.7,165.6,-74.87045414564342,13.999883440459932,ok
79,3920052.1190694366,343126.554178416,5002783.895178533,23011.85,165.8,-75.11043784159833,13.99991529299748,ok
80,3920052.289418626,343126.76984600635,5002783.74693333,23012.0,166.0,-75.35024486056548,13.99914720608301,ok
81,3920052.45883753,343126.9854322074,5002783.598402973,23012.15,166.2,-75.58949156247066,13.997579486941047,ok
82,3920052.627026075,343127.20091076597,5002783.449823597,23012.3,166.4,-75.82779520362736,13.995212762638348,ok
83,3920052.7936855685,343127.41625554976,5002783.301430661,23012.45,166.6,-76.06477454904515,13.992047979833073,ok
84,3920052.958519174,343127.6314405891,5002783.153458569,23012.6,166.8,-76.30005048232428,13.988086404396151,ok
85,3920053.121232393,343127.84644011874,5002783.006140299,23012.75,167.0,-76.533246612161,13.983329620904938,ok
86,3920053.281533532,343128.0612286186,5002782.859707032,23012.9,167.2,-76.7639898744934,13.977779532009404,ok
87,3920053.4391341736,343128.2757808556,5002782.714387783,23013.05,167.4,-76.99191112932441,13.971438357671108,ok
88,3920053.5937496372,343128.4900719235,5002782.570409035,23013.2,167.6,-77.21664575126687,13.964308634275238,ok
89,3920053.74509944,343128.7040772829,5002782.4279943835,23013.35,167.8,-77.4378342128665,13.956393213616089,ok
90,3920053.8929077424,343128.91777280124,5002782.287364178,23013.5,168.0,-77.65512265976912,13.94769526175639,ok
91,3920054.0369037967,343129.13113479107,5002782.148735174,23013.65,168.2,-77.86816347681206,13.938218257760912,ok
92,3920054.1768223797,343129.34414004843,5002782.012320186,23013.8,168.4,-78.07661584413434,13.927965992304896,ok
93,3920054.312404222,343129.5567658901,5002781.878327758,23013.95,168.6,-78.28014628241573,13.916942566157829,ok
94,3920054.4433964225,343129.76899019023,5002781.7469618255,23014.1,168.8,-78.47842918637245,13.90515238854319,ok
95,3920054.5695528607,343129.9807914159,5002781.618421401,23014.25,169.0,-78.67114734565631,13.89260017537483,ok
96,3920054.6906345896,343130.19214866206,5002781.492900252,23014.4,169.2,-78.85799245232346,13.87929094737065,ok
97,3920054.8064102256,343130.4030416852,5002781.370586603,23014.55,169.4,-79.03866559406137,13.865230028044401,ok
98,3920054.916656317,343130.6134509359,5002781.251662836,23014.7,169.6,-79.21287773238484,13.850423041576336,ok
99,3920055.0211577145,343130.82335759106,5002781.1363052055,23014.85,169.8,-79.3803501650358,13.83487591056362,ok
100,3920055.1197079103,343131.03274358343,5002781.024683557,23015.0,170.0,-79.54081497184757,13.818594853651364,ok
101,3920055.2121093776,343131.24159163184,5002780.916961072,23015.15,170.2,-79.69401544335992,13.801586383045255,ok
102,3920055.298173893,343131.44988526875,5002780.813294,23015.3,170.4,-79.83970649149944,13.783857301906759,ok
103,3920055.3777228384,343131.6576088672,5002780.713831425,23015.45,170.6,-79.97765504166823,13.765414701631949,ok
104,3920055.4505874966,343131.86474766623,5002780.618715028,23015.6,170.8,-80.10764040561345,13.746265959015034,ok
105,3920055.516609321,343132.07128779497,5002780.528078873,23015.75,171.0,-80.22945463448153,13.726418733297747,ok
106,3920055.575640201,343132.27721629525,5002780.442049192,23015.9,171.2,-80.34290285149193,13.705880963105752,ok
107,3920055.6275427006,343132.4825211431,5002780.360744199,23016.05,171.4,-80.44780356369843,13.684660863273292,ok
108,3920055.6721902853,343132.68719126814,5002780.284273898,23016.2,171.6,-80.54398895233913,13.662766921557367,ok
109,3920055.709467532,343132.89121657214,5002780.21273993,23016.35,171.8,-80.63130514131065,13.640207895242748,ok
110,3920055.7392703188,343133.0945879456,5002780.146235402,23016.5,172.0,-80.7096124433371,13.61699280763918,ok
111,3920055.7615059977,343133.29729728296,5002780.08484476,23016.65,172.2,-80.7787855834399,13.593130944472174,ok
112,3920055.776093552,343133.49933749606,5002780.028643655,23016.8,172.4,-80.83871389935105,13.56863185016884,ok
113,3920055.7829637295,343133.70070252626,5002779.977698833,23016.95,172.6,-80.88930151854909,13.543505324040252,ok
114,3920055.7820591656,343133.90138735465,5002779.932068041,23017.1,172.8,-80.93046751163479,13.517761416361845,ok
115,3920055.7733344752,343134.1013880107,5002779.891799938,23017.25,173.0,-80.96214602180079,13.49141042435344,ok
116,3920055.7567563416,343134.3007015794,5002779.85693403,23017.4,173.2,-80.98428637018856,13.464462888060503,ok
117,3920055.732303568,343134.4993262065,5002779.827500618,23017.55,173.4,-80.99685313696371,13.436929586138252,ok
118,3920055.699967129,343134.69726110215,5002779.803520757,23017.7,173.6,-80.99982621798014,13.408821531540353,ok
119,3920055.659750185,343134.894506543,5002779.785006234,23017.85,173.8,-80.99320085694248,13.380149967113873,ok
120,3920055.611668091,343135.0910638723,5002779.771959565,23018.0,174.0,-80.97698765301504,13.350926361102301,ok
121,3920055.555748376,343135.2869354987,5002779.764373987,23018.15,174.2,-80.95121254386548,13.321162402558402,ok
122,3920055.4920307137,343135.4821248931,5002779.762233498,23018.3,174.4,-80.91591676417002,13.290869996668741,ok
123,3920055.4205668597,343135.6766365835,5002779.765512879,23018.45,174.6,-80.87115677964684,13.260061259991785,ok
124,3920055.3414205853,343135.87047614926,5002779.77417776,23018.6,174.8,-80.81700419672285,13.228748515611423,ok
125,3920055.2546675783,343136.06365021213,5002779.788184669,23018.75,175.0,-80.75354564797883,13.196944288207913,ok
126,3920055.160395337,343136.25616642716,5002779.807481133,23018.9,175.2,-80.68088265355566,13.164661299048163,ok
127,3920055.0587030333,343136.448033471,5002779.832005758,23019.05,175.4,-80.59913145874378,13.131912460897405,ok
128,3920054.9497013697,343136.6392610287,5002779.861688347,23019.2,175.6,-80.5084228480156,13.098710872854253,ok
129,3920054.8335124077,343136.82985977916,5002779.896450023,23019.35,175.8,-80.40890193579813,13.065069815111242,ok
130,3920054.710269383,343137.0198413792,5002779.936203369,23019.5,176.0,-80.30072793432092,13.031002743642928,ok
131,3920054.580116505,343137.2092184453,5002779.980852581,23019.65,176.2,-80.18407389891044,12.996523284823677,ok
132,3920054.4432087303,343137.3980045346,5002780.030293629,23019.8,176.4,-80.0591264511385,12.961645229977297,ok
133,3920054.299711532,343137.586214124,5002780.084414442,23019.95,176.6,-79.92608548026749,12.92638252986069,ok
134,3920054.1498006396,343137.77386258787,5002780.1430951,23020.1,176.8,-79.78516382347023,12.890749289083743,ok
135,3920053.9936617725,343137.9609661746,5002780.206208037,23020.25,177.0,-79.63658692533592,12.85475976046766,ok
136,3920053.8314903495,343138.147541981,5002780.273618259,23020.4,177.2,-79.48059247720687,12.818428339344035,ok
137,3920053.6634911895,343138.33360792656,5002780.345183573,23020.55,177.4,-79.31743003692304,12.781769557796904,ok
138,3920053.4898781925,343138.519182725,5002780.420754833,23020.7,177.6,-79.14736062958276,12.744798078850112,ok
139,3920053.3108740123,343138.704285856,5002780.500176184,23020.85,177.8,-78.97065632995823,12.707528690602286,ok
140,3920053.1267097043,343138.88893753436,5002780.583285333,23021.0,178.0,-78.78759982723393,12.66997630031181,ok
141,3920052.937624374,343139.073158679,5002780.669913819,23021.15,178.2,-78.59848397276426,12.632155928434107,ok
142,3920052.7438648003,343139.2569708804,5002780.759887298,23021.3,178.4,-78.40361131157381,12.594082702613665,ok
143,3920052.5456850547,343139.4403963668,5002780.853025834,23021.45,178.6,-78.20329359834986,12.555771851633173,ok
144,3920052.3433461054,343139.62345797004,5002780.949144205,23021.6,178.8,-77.99785129870142,12.517238699322222,ok
145,3920052.1371154096,343139.8061790896,5002781.04805221,23021.75,179.0,-77.78761307648254,12.478498658427965,ok
146,3920051.9272665,343139.98858365644,5002781.149554991,23021.9,179.2,-77.57291526800037,12.439567224450235,ok
147,3920051.714078555,343140.1706960956,5002781.253453357,23022.05,179.4,-77.35410134394873,12.40045996944354,ok
148,3920051.497835967,343140.35254128807,5002781.359544119,23022.2,179.6,-77.13152135992826,12.361192535788465,ok
149,3920051.278827896,343140.5341445321,5002781.467620427,23022.35,179.8,-76.90553139643221,12.321780629934912,ok
150,3920051.0573478206,343140.71553150384,5002781.577472122,23022.5,180.0,-76.67649298919355,12.282240016119735,ok
151,3920050.833693079,343140.89672821696,5002781.68888608,23022.65,180.2,-76.44477255080496,12.24258651006126,ok
152,3920050.6081644064,343141.0777609823,5002781.801646571,23022.8,180.4,-76.21074078453677,12.202835972633205,ok
153,3920050.3810654627,343141.2586563667,5002781.915535621,23022.95,180.6,-75.97477209129093,12.163004303520538,ok
154,3920050.152702362,343141.43944115174,5002782.030333373,23023.1,180.8,-75.7372439706393,12.123107434859826,ok
155,3920049.9233831908,343141.6201422914,5002782.145818453,23023.25,181.0,-75.49853641690498,12.08316132486658,ok
156,3920049.6934175305,343141.80078687065,5002782.261768344,23023.4,181.2,-75.25903131125237,12.043181951452192,ok
157,3920049.463115972,343141.98140206264,5002782.377959751,23023.55,181.4,-75.01911181075883,12.003185305832973,ok
158,3920049.2327896305,343142.16201508633,5002782.494168977,23023.7,181.6,-74.77916173544504,11.963187386133892,ok
159,3920049.00274966,343142.3426531643,5002782.610172298,23023.85,181.8,-74.53956495424488,11.92320419098953,ok
160,3920048.773306768,343142.5233434798,5002782.725746328,23024.0,182.0,-74.30070477089704,11.88325171314484,ok
161,3920048.5447707265,343142.70411313453,5002782.840668403,23024.15,182.2,-74.06296331074073,11.84334593305827,ok
162,3920048.3174498957,343142.88498910633,5002782.95471694,23024.3,182.4,-73.82672090939674,11.803502812509782,ok
163,3920048.0916507337,343143.0659982069,5002783.067671819,23024.45,182.6,-73.59235550431153,11.763738288216365,ok
164,3920047.8676773245,343143.2471670402,5002783.179314738,23024.6,182.8,-73.36024203013793,11.724068265457547,ok
165,3920047.6458309,343143.42852196057,5002783.289429587,23024.75,183.0,-73.13075181891973,11.684508611713504,ok
166,3920047.4264093707,343143.6100890317,5002783.397802805,23024.9,183.2,-72.90425200603958,11.645075150318279,ok
167,3920047.209706861,343143.79189398617,5002783.504223733,23025.05,183.4,-72.68110494288072,11.60578365413066,ok
168,3920046.996013248,343143.97396218515,5002783.608484974,23025.2,183.6,-72.46166761714201,11.56664983922524,ok
169,3920046.7856137147,343144.15631857864,5002783.710382732,23025.35,183.8,-72.24629108173386,11.527689358606207,ok
170,3920046.5787882986,343144.33898766694,5002783.809717157,23025.5,184.0,-72.03531989316835,11.488917795946337,ok
171,3920046.375811461,343144.5219934622,5002783.906292679,23025.65,184.2,-71.82909156034242,11.450350659353752,ok
172,3920046.176951653,343144.7053594509,5002783.999918332,23025.8,184.4,-71.62793600459554,11.412003375168865,ok
173,3920045.9824709063,343144.8891085577,5002784.090408081,23025.95,184.6,-71.43217503190603,11.373891281794059,ok
174,3920045.7926244154,343145.0732631095,5002784.17758113,23026.1,184.8,-71.24212181807006,11.336029623558531,ok
175,3920045.6076601483,343145.2578448005,5002784.261262222,23026.25,185.0,-71.05808040768727,11.29843354462076,ok
176,3920045.427818456,343145.44287465874,5002784.341281939,23026.4,185.2,-70.88034522775416,11.261118082911047,ok
177,3920045.253331703,343145.62837301334,5002784.417476989,23026.55,185.4,-70.70920061664386,11.224098164116539,ok
178,3920045.0844239015,343145.8143594631,5002784.489690474,23026.7,185.6,-70.5449203692252,11.187388595711166,ok
179,3920044.921310371,343146.0008528458,5002784.5577721605,23026.85,185.8,-70.38776729884947,11.151004061032834,ok
180,3920044.764197396,343146.1878712091,5002784.621578733,23027.0,186.0,-70.23799281690508,11.114959113410295,ok
181,3920044.613281915,343146.3754317829,5002784.6809740355,23027.15,186.2,-70.09583653061296,11.079268170342003,ok
182,3920044.4687512103,343146.5635509522,5002784.735829303,23027.3,186.4,-69.96152585970611,11.043945507729314,ok
183,3920044.3307826226,343146.7522442323,5002784.786023384,23027.45,186.6,-69.83527567260658,11.00900525416631,ok
184,3920044.199543273,343146.94152624457,5002784.831442944,23027.6,186.8,-69.71728794268179,10.974461385288553,ok
185,3920044.075189813,343147.1314106941,5002784.871982661,23027.75,187.0,-69.60775142513023,10.940327718183013,ok
186,3920043.9578681765,343147.3219103484,5002784.907545409,23027.9,187.2,-69.50684135501346,10.906617905861426,ok
187,3920043.847713362,343147.5130370184,5002784.938042424,23028.05,187.4,-69.41471916691732,10.87334543179926,ok
188,3920043.7448492236,343147.7048015399,5002784.963393459,23028.2,187.6,-69.33153223669107,10.840523604542515,ok
189,3920043.6493882835,343147.89721375733,5002784.9835269265,23028.35,187.8,-69.2574136456775,10.808165552384473,ok
190,3920043.561431561,343148.09028250875,5002784.998380025,23028.5,188.0,-69.19248196781108,10.776284218114561,ok
191,3920043.481068423,343148.28401561273,5002785.007898849,23028.65,188.2,-69.13684107992506,10.744892353841413,ok
