epoch_id,slot,satellite_id,sat_rxframe_x_m,sat_rxframe_y_m,sat_rxframe_z_m,corrected_code_m,sigma_m
4,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.48698201,0.7
4,1,G02,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.927529357,0.7999999999999999
4,2,G03,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.29997691,0.8999999999999999
4,3,G04,-8376520.570479282,-732850.5897086428,21992175.987571605,21023069.916509185,1.0
4,4,G05,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.611292653,1.1
4,5,G06,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.940476872,1.2
4,6,G07,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.176204752,1.3
4,7,G08,-8376520.570479282,-732850.5897086428,21992175.987571605,21023069.89841403,1.4
4,8,G09,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.73431224,1.5
4,9,G10,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.96368837,1.6
4,10,G11,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.054150525,1.7
4,11,G12,-8376520.570479282,-732850.5897086428,21992175.987571605,21023069.870126337,1.8
5,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.51663478,0.7
5,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.308302313,0.7999999999999999
5,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046906.054252118,0.8999999999999999
5,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.22933366,1.0
5,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070856.247561436,1.1
5,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082936.896792877,1.2
5,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095010.64640266,1.3
5,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107041.727828007,1.4
5,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119124.285004567,1.5
5,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.996117786,1.6
5,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.138754208,1.7
5,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155058.092870142,1.8
6,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.853395615,0.7
6,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.551034443,0.7999999999999999
6,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046905.588950604,0.8999999999999999
6,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058932.617702905,1.0
6,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.574616004,1.1
6,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.264570184,1.2
6,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095008.484456986,1.3
6,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.214742724,1.4
6,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.348776326,1.5
6,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131149.211869236,1.6
6,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.883091424,1.7
6,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.37088865,1.8
7,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.712470863,0.7
7,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034983.52370889,0.7999999999999999
7,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.751540992,0.8999999999999999
7,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058933.91257031,1.0
7,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.210438974,1.1
7,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082935.307761442,1.2
7,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095011.669941176,1.3
7,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.041890502,1.4
7,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119124.691292007,1.5
7,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.04419328,1.6
7,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143018.28557237,1.7
7,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155060.33620906,1.8
8,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.11546168,0.7
8,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034983.393260017,0.7999999999999999
8,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.877766427,0.8999999999999999
8,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.693866473,1.0
8,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070857.004559305,1.1
8,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.025637295,1.2
8,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095010.364905804,1.3
8,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.747041576,1.4
8,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.993137427,1.5
8,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131149.93780535,1.6
8,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.180794448,1.7
8,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155057.713334236,1.8
9,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.88245697,0.7
9,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.215069775,0.7999999999999999
9,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.003432345,0.8999999999999999
9,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.588792022,1.0
9,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.105967566,1.1
9,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.789580975,1.2
9,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095010.790659465,1.3
9,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.583927423,1.4
9,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.10243317,1.5
9,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.74491244,1.6
9,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.221918367,1.7
9,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.935772482,1.8
10,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.69913631,0.7
10,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.888584208,0.7999999999999999
10,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046905.465835728,0.8999999999999999
10,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058932.877129264,1.0
10,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.15722342,1.1
10,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082936.20439822,1.2
10,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.966643725,1.3
10,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.293413028,1.4
10,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119126.63537414,1.5
10,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.951173764,1.6
10,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.9022321,1.7
10,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.642802108,1.8
11,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023069.233904164,0.7
11,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.434020236,0.7999999999999999
11,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046905.149277873,0.8999999999999999
11,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.026479892,1.0
11,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.35331584,1.1
11,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.0877681,1.2
11,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095010.639785808,1.3
11,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.8633901,1.4
11,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.519635655,1.5
11,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.267426934,1.6
11,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.020151623,1.7
11,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155057.68590934,1.8
12,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023069.26145266,0.7
12,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.17193021,0.7999999999999999
12,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.342303243,0.8999999999999999
12,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.901265427,1.0
12,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070857.79171543,1.1
12,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.271963794,1.2
12,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095013.65710894,1.3
12,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.309584692,1.4
12,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.27509706,1.5
12,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.052923463,1.6
12,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143018.76966068,1.7
12,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155060.352758113,1.8
13,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.746757362,0.7
13,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.465526596,0.7999999999999999
13,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.348227523,0.8999999999999999
13,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.94505426,1.0
13,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.36931561,1.1
13,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.151518106,1.2
13,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.731742416,1.3
13,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.51319976,1.4
13,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.944067687,1.5
13,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.833273124,1.6
13,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.726502515,1.7
13,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155058.86215118,1.8
14,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.85823908,0.7
14,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034983.233023055,0.7999999999999999
14,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.37490048,0.8999999999999999
14,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058933.14550279,1.0
14,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.90607942,1.1
14,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.064500716,1.2
14,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.67058827,1.3
14,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.027180273,1.4
14,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.911936983,1.5
14,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.02163102,1.6
14,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.335500658,1.7
14,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155058.003016632,1.8
15,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.905191977,0.7
15,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.817899317,0.7999999999999999
15,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.903790593,0.8999999999999999
15,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.141697925,1.0
15,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.02946442,1.1
15,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.72245576,1.2
15,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095015.174074806,1.3
15,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.463671513,1.4
15,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119126.37685059,1.5
15,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.654522005,1.6
15,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.697667453,1.7
15,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155060.517158497,1.8
16,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.222769894,0.7
16,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.517107725,0.7999999999999999
16,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.740791548,0.8999999999999999
16,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058936.09732176,1.0
16,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.990648586,1.1
16,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.13575065,1.2
16,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.750987813,1.3
16,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.343607407,1.4
16,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119128.54554801,1.5
16,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.67625399,1.6
16,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.12732225,1.7
16,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155058.158269122,1.8
17,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.047343615,0.7
17,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.342367794,0.7999999999999999
17,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.97932592,0.8999999999999999
17,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.296906427,1.0
17,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070861.166439507,1.1
17,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.940620955,1.2
17,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095015.521294456,1.3
17,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.975356396,1.4
17,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119126.819051575,1.5
17,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.87457478,1.6
17,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.370733242,1.7
17,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155058.586424083,1.8
18,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.42862638,0.7
18,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.206546944,0.7999999999999999
18,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046901.874348562,0.8999999999999999
18,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058933.422236536,1.0
18,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.942065105,1.1
18,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.152447682,1.2
18,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095015.005666967,1.3
18,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.870517503,1.4
18,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119129.175610486,1.5
18,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.92750599,1.6
18,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143022.213476535,1.7
18,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155060.387104794,1.8
19,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.21127806,0.7
19,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.189547315,0.7999999999999999
19,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.7973963,0.8999999999999999
19,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.2587174,1.0
19,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.43158153,1.1
19,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.140770268,1.2
19,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095014.46385989,1.3
19,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.515222,1.4
19,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.271676887,1.5
19,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.528256387,1.6
19,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.545993377,1.7
19,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155057.685150873,1.8
20,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.092835646,0.7
20,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.474169165,0.7999999999999999
20,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.38460708,0.8999999999999999
20,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058936.28199163,1.0
20,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070861.76190971,1.1
20,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082941.704942048,1.2
20,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095017.23033375,1.3
20,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107048.117848482,1.4
20,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119129.80183372,1.5
20,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.803397924,1.6
20,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.513164077,1.7
20,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.30616894,1.8
21,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.73640552,0.7
21,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034983.003537774,0.7999999999999999
21,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.378637176,0.8999999999999999
21,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.643250924,1.0
21,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.31647001,1.1
21,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.57318353,1.2
21,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095014.782609105,1.3
21,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.53491646,1.4
21,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.73566535,1.5
21,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.53243059,1.6
21,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.23551791,1.7
21,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.994338866,1.8
22,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.89616856,0.7
22,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.331304174,0.7999999999999999
22,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.677137434,0.8999999999999999
22,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058933.706777554,1.0
22,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.171426363,1.1
22,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.147921044,1.2
22,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095017.234133486,1.3
22,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107048.726137016,1.4
22,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119130.423958488,1.5
22,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.44175766,1.6
22,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.08928557,1.7
22,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155057.55391767,1.8
23,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.508979406,0.7
23,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.980775777,0.7999999999999999
23,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046901.47110348,0.8999999999999999
23,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.37811643,1.0
23,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070861.61793469,1.1
23,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082942.35067219,1.2
23,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095017.147285245,1.3
23,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.256315015,1.4
23,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119128.211882398,1.5
23,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.70977417,1.6
23,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143022.649473738,1.7
23,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155060.01089329,1.8
24,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.71796265,0.7
24,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.02411656,0.7999999999999999
24,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.2862704,0.8999999999999999
24,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058936.455413178,1.0
24,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070861.702179722,1.1
24,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.99498531,1.2
24,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095016.144655123,1.3
24,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107048.636886444,1.4
24,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119131.04175937,1.5
24,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.051829945,1.6
24,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.8784875,1.7
24,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.43850242,1.8
25,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023066.81932216,0.7
25,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034980.22007927,0.7999999999999999
25,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.92287444,0.8999999999999999
25,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.983136963,1.0
25,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.528505236,1.1
25,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082941.13697999,1.2
