epoch_id,tick_ms,initial_x_m,initial_y_m,initial_z_m,initial_clock_m,hinge_rad,asa_mask,na_mask,boundary_mask,q_before,j,k,blend_bits
74,1280000074000,3920131.263907805,343075.4755416302,5002809.623862719,0,0.35,4095,4294967295,0,0,1,0,5
75,1280000075000,3920131.4343926813,343075.6912210917,5002809.480582567,0,0.35,4095,4294967295,0,1,1,0,5
76,1280000076000,3920131.605451504,343075.9069507669,5002809.335839651,0,0.35,4092,4294967295,0,0,1,0,5
77,1280000077000,3920131.776784515,343076.12270443066,5002809.1898678215,0,0.35,4095,4294967295,0,1,1,0,5
78,1280000078000,3920131.948090936,343076.33845576795,5002809.042902149,0,0.35,4095,4294967295,0,0,1,0,5
79,1280000079000,3920132.1190694366,343076.554178416,5002808.895178533,0,0.35,4095,4294967295,0,1,1,0,5
80,1280000080000,3920132.289418626,343076.76984600635,5002808.74693333,0,0.35,4095,4294967295,0,0,1,0,5
81,1280000081000,3920132.45883753,343076.9854322074,5002808.598402973,0,0.35,4095,4294967295,0,1,1,0,5
82,1280000082000,3920132.627026075,343077.20091076597,5002808.449823597,0,0.35,4095,4294967295,0,0,1,0,5
83,1280000083000,3920132.7936855685,343077.41625554976,5002808.301430661,0,0.35,4092,4294967295,0,1,1,0,5
84,1280000084000,3920132.958519174,343077.6314405891,5002808.153458569,0,0.35,4095,4294967295,0,0,1,0,5
85,1280000085000,3920133.121232393,343077.84644011874,5002808.006140299,0,0.35,4095,4294967295,0,1,1,0,5
86,1280000086000,3920133.281533532,343078.0612286186,5002807.859707032,0,0.35,4095,4294967295,0,0,1,0,5
87,1280000087000,3920133.4391341736,343078.2757808556,5002807.714387783,0,0.35,4095,4294967295,0,1,1,0,5
88,1280000088000,3920133.5937496372,343078.4900719235,5002807.570409035,0,0.35,4095,4294967295,0,0,1,0,5
89,1280000089000,3920133.74509944,343078.7040772829,5002807.4279943835,0,0.35,4095,4294967295,0,1,1,0,5
90,1280000090000,3920133.8929077424,343078.91777280124,5002807.287364178,0,0.35,4092,4294967295,0,0,1,0,5
91,1280000091000,3920134.0369037967,343079.13113479107,5002807.148735174,0,0.35,4095,4294967295,0,1,1,0,5
92,1280000092000,3920134.1768223797,343079.34414004843,5002807.012320186,0,0.35,4095,4294967295,0,0,1,0,5
93,1280000093000,3920134.312404222,343079.5567658901,5002806.878327758,0,0.35,4095,4294967295,0,1,1,0,5
94,1280000094000,3920134.4433964225,343079.76899019023,5002806.7469618255,0,0.35,4095,4294967295,0,0,1,0,5
95,1280000095000,3920134.5695528607,343079.9807914159,5002806.618421401,0,0.35,4095,4294967295,0,1,1,0,5
96,1280000096000,3920134.6906345896,343080.19214866206,5002806.492900252,0,0.35,4095,4294967295,0,0,1,0,5
97,1280000097000,3920134.8064102256,343080.4030416852,5002806.370586603,0,0.35,4092,4294967295,0,1,1,0,5
98,1280000098000,3920134.916656317,343080.6134509359,5002806.251662836,0,0.35,4095,4294967295,0,0,1,0,5
99,1280000099000,3920135.0211577145,343080.82335759106,5002806.1363052055,0,0.35,4095,4294967295,0,1,1,0,5
100,1280000100000,3920135.1197079103,343081.03274358343,5002806.024683557,0,0.35,4095,4294967295,0,0,1,0,5
101,1280000101000,3920135.2121093776,343081.24159163184,5002805.916961072,0,0.35,4095,4294967295,0,1,1,0,5
102,1280000102000,3920135.298173893,343081.44988526875,5002805.813294,0,0.35,4095,4294967295,0,0,1,0,5
103,1280000103000,3920135.3777228384,343081.6576088672,5002805.713831425,0,0.35,4095,4294967295,0,1,1,0,5
104,1280000104000,3920135.4505874966,343081.86474766623,5002805.618715028,0,0.35,4092,4294967295,0,0,1,0,5
105,1280000105000,3920135.516609321,343082.07128779497,5002805.528078873,0,0.35,4095,4294967295,0,1,1,0,5
106,1280000106000,3920135.575640201,343082.27721629525,5002805.442049192,0,0.35,4095,4294967295,0,0,1,0,5
107,1280000107000,3920135.6275427006,343082.4825211431,5002805.360744199,0,0.35,4095,4294967295,0,1,1,0,5
108,1280000108000,3920135.6721902853,343082.68719126814,5002805.284273898,0,0.35,4095,4294967295,0,0,1,0,5
109,1280000109000,3920135.709467532,343082.89121657214,5002805.21273993,0,0.35,4095,4294967295,0,1,1,0,5
110,1280000110000,3920135.7392703188,343083.0945879456,5002805.146235402,0,0.35,4095,4294967295,0,0,1,0,5
111,1280000111000,3920135.7615059977,343083.29729728296,5002805.08484476,0,0.35,4092,4294967295,0,1,1,0,5
112,1280000112000,3920135.776093552,343083.49933749606,5002805.028643655,0,0.35,4095,4294967295,0,0,1,0,5
113,1280000113000,3920135.7829637295,343083.70070252626,5002804.977698833,0,0.35,4095,4294967295,0,1,1,0,5
114,1280000114000,3920135.7820591656,343083.90138735465,5002804.932068041,0,0.35,4095,4294967295,0,0,1,0,5
115,1280000115000,3920135.7733344752,343084.1013880107,5002804.891799938,0,0.35,4095,4294967295,0,1,1,0,5
116,1280000116000,3920135.7567563416,343084.3007015794,5002804.85693403,0,0.35,4095,4294967295,0,0,1,0,5
117,1280000117000,3920135.732303568,343084.4993262065,5002804.827500618,0,0.35,4095,4294967295,0,1,1,0,5
118,1280000118000,3920135.699967129,343084.69726110215,5002804.803520757,0,0.35,4092,4294967295,0,0,1,0,5
119,1280000119000,3920135.659750185,343084.894506543,5002804.785006234,0,0.35,4095,4294967295,0,1,1,0,5
120,1280000120000,3920135.611668091,343085.0910638723,5002804.771959565,0,0.35,4095,4294967295,0,0,1,0,5
121,1280000121000,3920135.555748376,343085.2869354987,5002804.764373987,0,0.35,4095,4294967295,0,1,1,0,5
122,1280000122000,3920135.4920307137,343085.4821248931,5002804.762233498,0,0.35,4095,4294967295,0,0,1,0,5
123,1280000123000,3920135.4205668597,343085.6766365835,5002804.765512879,0,0.35,4095,4294967295,0,1,1,0,5
124,1280000124000,3920135.3414205853,343085.87047614926,5002804.77417776,0,0.35,4095,4294967295,0,0,1,0,5
125,1280000125000,3920135.2546675783,343086.06365021213,5002804.788184669,0,0.35,4092,4294967295,0,1,1,0,5
126,1280000126000,3920135.160395337,343086.25616642716,5002804.807481133,0,0.35,4095,4294967295,0,0,1,0,5
127,1280000127000,3920135.0587030333,343086.448033471,5002804.832005758,0,0.35,4095,4294967295,0,1,1,0,5
