epoch_id,slot,satellite_id,sat_rxframe_x_m,sat_rxframe_y_m,sat_rxframe_z_m,corrected_code_m,sigma_m
6,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082936.521902796,1.2
6,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095009.979509704,1.3
6,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.271035325,1.4
6,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119124.91819735,1.5
6,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.641256854,1.6
6,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.701363888,1.7
6,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.27445438,1.8
7,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.166721914,0.7
7,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.15041923,0.7999999999999999
7,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.464381535,0.8999999999999999
7,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.160976574,1.0
7,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.105606023,1.1
7,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082936.80281416,1.2
7,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095010.41553684,1.3
7,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.526324823,1.4
7,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.181244697,1.5
7,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.786599163,1.6
7,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.780140284,1.7
7,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.23533092,1.8
8,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.08543769,0.7
8,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.08857398,0.7999999999999999
8,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.35753521,0.8999999999999999
8,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.22006346,1.0
8,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.292077944,1.1
8,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.081929896,1.2
8,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095010.849340126,1.3
8,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107043.78115048,1.4
8,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.444658495,1.5
8,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131150.933548354,1.6
8,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.85961572,1.7
8,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.198303536,1.8
9,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023068.007091075,0.7
9,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034982.02838814,0.7999999999999999
9,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.25183861,0.8999999999999999
9,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.2790908,1.0
9,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.476428058,1.1
9,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.359001998,1.2
9,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095011.280612156,1.3
9,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.03544849,1.4
9,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.708489638,1.5
9,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.082326733,1.6
9,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143019.939887244,1.7
9,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.163662307,1.8
10,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.932034325,0.7
10,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.970060993,0.7999999999999999
10,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.14742981,0.8999999999999999
10,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.33805191,1.0
10,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.658402223,1.1
10,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.633785836,1.2
10,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095011.70904961,1.3
10,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.28915603,1.4
10,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119125.97278843,1.5
10,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.233153734,1.6
10,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.021050744,1.7
10,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.13169357,1.8
11,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.860614505,0.7
11,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.91378902,0.7999999999999999
11,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046904.044444922,0.8999999999999999
11,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.396940384,1.0
11,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070858.837750163,1.1
11,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082937.906040564,1.2
11,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.134353723,1.3
11,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.542211372,1.4
11,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119126.237604532,1.5
11,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.38624558,1.6
11,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.103200864,1.7
11,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.102679517,1.8
12,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.793172903,0.7
12,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.859765552,0.7999999999999999
12,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.943017885,0.8999999999999999
12,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.455750108,1.0
12,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.01422589,1.1
12,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.175529525,1.2
12,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.556230802,1.3
12,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107044.79455399,1.4
12,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119126.502986886,1.5
12,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.541814927,1.6
12,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.18643086,1.7
12,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.076897725,1.8
13,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.7300445,0.7
13,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.808180496,0.7999999999999999
13,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.84328024,0.8999999999999999
13,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.514475282,1.0
13,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.187588073,1.1
13,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.442020617,1.2
13,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095012.97439267,1.3
13,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.04612468,1.4
13,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119126.76898364,1.5
13,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.70007054,1.6
13,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.270832453,1.7
13,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.05462073,1.8
14,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.671557445,0.7
14,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.75922004,0.7999999999999999
14,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.74536097,0.8999999999999999
14,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.57311048,1.0
14,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.357600488,1.1
14,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.70528672,1.2
14,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095013.388557147,1.3
14,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.296865683,1.4
14,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.035642106,1.5
14,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131151.861216977,1.6
14,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.35649572,1.7
14,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.036115624,1.8
15,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.61803252,0.7
15,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.713066366,0.7999999999999999
15,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.649386257,0.8999999999999999
15,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.631650615,1.0
15,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.524032336,1.1
15,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082938.965106014,1.2
15,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095013.798448484,1.3
15,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.546720754,1.4
15,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.30300866,1.5
15,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.025454227,1.6
15,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.44350894,1.7
15,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.021643598,1.8
16,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.56978265,0.7
16,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.669897374,0.7999999999999999
16,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.55547932,0.8999999999999999
16,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.690091033,1.0
16,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.68665868,1.1
16,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.22126241,1.2
16,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095014.203797843,1.3
16,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107045.795635328,1.4
16,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.57112872,1.5
16,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.19297746,1.6
16,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.531958517,1.7
16,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.011459585,1.8
17,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.5271124,0.7
17,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.629886433,0.7999999999999999
17,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.463760242,0.8999999999999999
17,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.748427495,1.0
17,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.84526078,1.1
17,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.473545875,1.2
17,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095014.604343697,1.3
17,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.043556564,1.4
17,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119127.840046637,1.5
17,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.36397666,1.6
17,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.62192882,1.7
17,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.00581184,1.8
18,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.49031749,0.7
18,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.593202084,0.7999999999999999
18,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.374345724,0.8999999999999999
18,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.80665621,1.0
18,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070859.999626447,1.1
18,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.72175277,1.2
18,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095014.999832276,1.3
18,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.290433485,1.4
18,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119128.109805673,1.5
18,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.538636364,1.6
18,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.713502068,1.7
18,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.00494153,1.8
19,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.459684324,0.7
19,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.560007807,0.7999999999999999
19,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.28734899,0.8999999999999999
19,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.864773866,1.0
19,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.149550408,1.1
19,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082939.96568622,1.2
19,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095015.39001796,1.3
19,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.536217064,1.4
19,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119128.38044793,1.5
19,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.71713537,1.6
19,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.806758244,1.7
19,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.009082418,1.8
20,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.435489547,0.7
20,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.530461766,0.7999999999999999
20,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.202879544,0.8999999999999999
20,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.922777634,1.0
20,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.29483463,1.1
20,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.205156416,1.2
20,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095015.774663687,1.3
20,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107046.7808603,1.4
20,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119128.65201428,1.5
20,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131152.89964643,1.6
20,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.901774954,1.7
20,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.018460434,1.8
21,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.417999603,0.7
21,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.50471658,0.7999999999999999
21,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.12104306,0.8999999999999999
21,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058934.980665214,1.0
21,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.435288653,1.1
21,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.439980946,1.2
21,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095016.153541327,1.3
21,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107047.02431834,1.4
21,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119128.924544334,1.5
21,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.086336017,1.6
21,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143020.998627335,1.7
21,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.03329339,1.8
22,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.40747031,0.7
22,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.482919082,0.7999999999999999
22,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046903.04194118,0.8999999999999999
22,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.03843484,1.0
22,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.57072989,1.1
22,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.669985093,1.2
22,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095016.526432067,1.3
22,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107047.26654855,1.4
22,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119129.19807636,1.5
22,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.277364038,1.6
22,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.097387955,1.7
22,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.053790595,1.8
23,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.404146455,0.7
23,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.4652101,0.7999999999999999
23,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.965671394,0.8999999999999999
23,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.096085306,1.0
23,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.70098393,1.1
23,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082940.895002127,1.2
23,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095016.893126734,1.3
23,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107047.50751059,1.4
23,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119129.472647265,1.5
23,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.472883593,1.6
23,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.198126707,1.7
23,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.080152545,1.8
24,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.408261426,0.7
24,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.45172425,0.7999999999999999
24,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.892326865,0.8999999999999999
24,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.15361597,1.0
24,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.825884845,1.1
24,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082941.114873588,1.2
24,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095017.253426168,1.3
24,7,G08,19448887.245363735,-7889235.399977439,16648407.106806064,21107047.747166518,1.4
24,8,G09,10944749.510893766,-16220481.7190472,16018564.421176393,21119129.748292513,1.5
24,9,G10,-107735.47345301788,-15483022.228717456,18376803.125337426,21131153.673040748,1.6
24,10,G11,12970435.608127272,-869257.7294950492,24046834.877560943,21143021.300910715,1.7
24,11,G12,-285548.37942463346,-1441253.208214551,25635109.197705623,21155059.112570625,1.8
25,0,G01,-8376520.570479282,-732850.5897086428,21992175.987571605,21023067.420036804,0.7
25,1,G02,5135546.519088706,6987010.2169092335,24899631.032974966,21034981.44258973,0.7999999999999999
25,2,G03,3429578.5817035493,16520664.265988369,18421082.856187493,21046902.8219963,0.8999999999999999
25,3,G04,16406920.098849319,8547916.24210515,19810544.008534085,21058935.211026788,1.0
25,4,G05,20033446.268971935,13636045.656463386,2420402.5618253434,21070860.945275415,1.1
25,5,G06,24691061.4835535,2681884.9312656224,7574972.513853825,21082941.329449542,1.2
25,6,G07,21517774.593416587,-8462568.120984985,-2534437.2306143027,21095017.60714152,1.3
