line,session_id,seq,kind,rat,clock_segment,received_elapsed_ns,received_unix_ms,source_elapsed_ns,measurement_elapsed_ns,source_time_status,age_ns,stale_by_policy,chronology_valid,duplicate_status,identity_json,source_field,metric,unit,raw_value_json,value,value_status,raw_json
11,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,10,cell,NR,0,650223306615,1789620511801,650176000000,650176000000,valid_reported_timestamp,47306615,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",ss_rsrq_db,ss_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""650223306615"",""received_unix_ms"":1789620511801,""source_elapsed_ns"":""650176000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-112,""ss_rsrp_dbm"":-112,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
11,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,10,cell,NR,0,650223306615,1789620511801,650176000000,650176000000,valid_reported_timestamp,47306615,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",ss_sinr_db,ss_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""650223306615"",""received_unix_ms"":1789620511801,""source_elapsed_ns"":""650176000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-112,""ss_rsrp_dbm"":-112,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
11,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,10,cell,NR,0,650223306615,1789620511801,650176000000,650176000000,valid_reported_timestamp,47306615,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",csi_rsrp_dbm,csi_rsrp,dBm,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""650223306615"",""received_unix_ms"":1789620511801,""source_elapsed_ns"":""650176000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-112,""ss_rsrp_dbm"":-112,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
11,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,10,cell,NR,0,650223306615,1789620511801,650176000000,650176000000,valid_reported_timestamp,47306615,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",csi_rsrq_db,csi_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""650223306615"",""received_unix_ms"":1789620511801,""source_elapsed_ns"":""650176000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-112,""ss_rsrp_dbm"":-112,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
11,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,10,cell,NR,0,650223306615,1789620511801,650176000000,650176000000,valid_reported_timestamp,47306615,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",csi_sinr_db,csi_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""650223306615"",""received_unix_ms"":1789620511801,""source_elapsed_ns"":""650176000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-112,""ss_rsrp_dbm"":-112,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
13,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,12,wifi,WIFI,0,654257869343,1789620515836,653675023000,653675023000,valid_reported_timestamp,582846343,False,True,unique_timestamped_observation,"{""bssid"":""00:13:10:85:fe:01"",""frequency_mhz"":2447,""kind"":""wifi""}",rssi_dbm,rssi,dBm,-50,-50,available,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":12,""kind"":""wifi"",""received_elapsed_ns"":""654257869343"",""received_unix_ms"":1789620515836,""source_elapsed_ns"":""653675023000"",""payload"":{""ssid"":""AndroidWifi"",""bssid"":""00:13:10:85:fe:01"",""frequency_mhz"":2447,""channel_width"":0,""center_frequency0_mhz"":2447,""center_frequency1_mhz"":0,""rssi_dbm"":-50,""capabilities"":""[ESS]"",""batch_id"":2,""origin"":""broadcast"",""results_updated"":true,""source_timestamp_unit"":""us""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",dbm,reported_power,dBm,-116,-116,available,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",ss_rsrp_dbm,ss_rsrp,dBm,-116,-116,available,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",ss_rsrq_db,ss_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",ss_sinr_db,ss_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",csi_rsrp_dbm,csi_rsrp,dBm,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",csi_rsrq_db,csi_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
16,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,15,cell,NR,0,660142142478,1789620521720,660139000000,660139000000,valid_reported_timestamp,3142478,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",csi_sinr_db,csi_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""660142142478"",""received_unix_ms"":1789620521720,""source_elapsed_ns"":""660139000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-116,""ss_rsrp_dbm"":-116,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
19,57f6e967-c4c2-4a94-858a-c3464dd1c7a7,18,cell,NR,0,670144920338,1789620531723,670142000000,670142000000,valid_reported_timestamp,2920338,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""nrarfcn"":9000,""pci"":555,""tac"":8514},""kind"":""cell"",""rat"":""NR"",""subscription_id"":null}",dbm,reported_power,dBm,-121,-121,available,"{""schema"":""atomos.radio.v1"",""session_id"":""57f6e967-c4c2-4a94-858a-c3464dd1c7a7"",""seq"":18,""kind"":""cell"",""received_elapsed_ns"":""670144920338"",""received_unix_ms"":1789620531723,""source_elapsed_ns"":""670142000000"",""payload"":{""subscription_id"":null,""rat"":""NR"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""310"",""mnc"":""260"",""nci"":100500,""tac"":8514,""pci"":555,""nrarfcn"":9000},""signal"":{""dbm"":-121,""ss_rsrp_dbm"":-121,""ss_rsrq_db"":null,""ss_sinr_db"":null,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""origin"":""request"",""source_timestamp_unit"":""ms""}}"
